Name,Age,Overall,Potential,Acceleration,Aggression,Agility,Balance,Ball control,Composure,Crossing,Curve,Dribbling,Finishing,Free kick accuracy,GK diving,GK handling,GK kicking,GK positioning,GK reflexes,Heading accuracy,Interceptions,Jumping,Long passing,Long shots,Marking,Penalties,Positioning,Reactions,Short passing,Shot power,Sliding tackle,Sprint speed,Stamina,Standing tackle,Strength,Vision,Volleys,CAM,CB,CDM,CF,CM,LAM,LB,LCB,LCM,LDM,LF,LM,LS,LW,LWB,RAM,RB,RCB,RCM,RDM,RF,RM,RS,RW,RWB,ST,order
J. Tarkowski,24,74,79,63,71,62,60,67,74,56,51,62,36,57,14,8,12,9,7,77,73,79,69,38,71,52,40,69,68,63,76,65,76,75,80,51,40,58,73,70,57,63,58,70,73,63,70,57,60,57,57,69,58,70,73,63,70,57,60,57,57,69,57,2499
A. Romao,33,74,74,58,85,64,68,72,77,60,35,64,42,45,14,6,7,13,9,74,74,80,68,67,68,57,55,72,72,69,77,45,74,75,74,73,57,65,74,73,63,70,65,70,74,70,73,63,64,61,62,69,65,70,74,70,73,63,64,61,62,69,61,2500
D. McCarty,30,74,74,65,78,72,78,70,66,59,66,68,46,54,15,6,8,6,11,64,72,59,66,53,67,66,60,73,76,68,73,55,90,75,66,69,56,67,70,73,65,70,67,71,70,70,73,65,67,62,64,71,67,71,70,70,73,65,67,62,64,71,62,2501
S. Aziz,26,74,77,74,80,65,62,60,73,43,36,52,26,36,13,9,8,14,10,74,75,87,61,31,71,38,24,72,64,42,72,72,70,73,78,44,42,52,73,68,50,57,52,68,73,57,68,50,55,50,51,66,52,68,73,57,68,50,55,50,51,66,50,2502
M. Sau,29,74,74,89,38,93,95,76,78,73,79,79,75,70,3,3,3,3,3,49,14,73,59,65,18,76,83,80,73,68,22,91,76,22,52,74,77,77,38,48,77,68,77,51,38,68,48,77,77,73,79,55,77,51,38,68,48,77,77,73,79,55,73,2503
J. Schieber,28,74,74,64,80,54,51,69,68,60,58,64,74,58,8,12,16,12,7,77,21,83,49,69,22,72,74,73,67,85,19,71,61,26,82,50,70,65,47,48,69,59,65,47,47,59,48,69,65,73,67,49,65,47,47,59,48,69,65,73,67,49,73,2504
M. Ødegaard,18,74,86,76,32,78,76,83,77,74,72,85,59,68,14,15,15,8,10,38,48,45,68,57,19,59,62,72,75,55,32,68,63,31,35,80,65,74,40,54,72,70,74,54,40,70,54,72,74,63,74,59,74,54,40,70,54,72,74,63,74,59,63,2505
Fábio Sturgeon,23,74,78,74,63,73,66,76,72,70,75,78,66,43,16,11,13,16,9,67,37,67,58,64,32,52,68,72,68,73,31,79,76,39,69,72,67,72,51,56,72,67,72,56,51,67,56,72,73,71,73,59,72,56,51,67,56,72,73,71,73,59,71,2506
Z. Kuzmanović,29,74,74,45,68,54,59,74,65,63,65,68,59,68,7,13,9,7,13,67,75,68,80,79,64,72,60,71,78,82,71,44,58,74,80,76,59,69,71,73,67,73,69,67,71,73,73,67,66,67,65,67,69,67,71,73,73,67,66,67,65,67,67,2507
F. Jara,28,74,74,77,60,77,66,76,70,67,70,75,75,50,13,16,10,9,10,70,28,68,65,73,30,72,73,68,72,76,29,78,72,29,68,65,72,72,47,53,73,66,72,53,47,66,53,73,72,73,73,56,72,53,47,66,53,73,72,73,73,56,73,2508
Gabrìel,24,74,80,38,28,58,48,23,45,14,12,12,11,12,77,74,61,69,79,12,25,72,17,19,11,22,10,69,26,15,13,34,34,19,60,45,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2509
M. Oikonomou,24,74,78,55,64,47,38,60,68,30,20,56,14,22,3,3,3,3,3,70,76,76,60,22,78,27,20,66,56,56,74,64,62,78,84,30,20,46,73,67,45,53,46,65,73,53,67,45,48,46,45,63,46,65,73,53,67,45,48,46,45,63,46,2510
Juanpe,26,74,78,49,79,33,36,63,65,35,28,38,35,35,11,8,11,8,13,77,70,70,60,27,73,37,32,55,69,48,72,67,73,77,79,54,13,51,73,69,49,58,51,66,73,58,69,49,51,50,47,63,51,66,73,58,69,49,51,50,47,63,50,2511
A. Niane,24,74,76,78,55,68,66,70,68,33,54,71,77,44,8,6,11,14,8,75,12,77,32,69,14,63,75,65,71,77,15,71,59,14,76,50,68,67,40,41,70,56,67,41,40,56,41,70,64,73,67,43,67,41,40,56,41,70,64,73,67,43,73,2512
D. Diekmeier,27,74,75,84,70,58,46,69,70,69,56,66,23,53,6,14,10,11,7,68,64,68,64,43,70,48,65,74,69,71,75,88,78,74,74,61,31,64,71,70,64,66,64,73,71,66,70,64,68,61,64,72,64,73,71,66,70,64,68,61,64,72,61,2513
G. Burdisso,28,74,74,42,80,48,42,60,66,41,50,42,39,11,10,14,14,8,8,79,71,46,50,21,74,48,31,69,62,67,73,48,71,76,87,51,36,49,73,68,49,56,49,65,73,56,68,49,50,53,47,63,49,65,73,56,68,49,50,53,47,63,53,2514
Rodrigo Ely,23,74,78,65,72,61,52,52,64,24,16,50,15,18,13,10,9,9,11,70,74,76,52,38,77,35,22,68,54,43,72,71,70,75,84,22,12,44,73,65,44,50,44,65,73,50,65,44,46,45,44,62,44,65,73,50,65,44,46,45,44,62,45,2515
M. Benítez,23,74,81,87,40,82,66,75,70,67,61,80,68,42,7,9,15,9,12,57,55,52,62,66,14,68,75,75,74,67,23,78,83,33,61,61,65,73,45,55,73,69,73,56,45,69,55,73,74,71,74,60,73,56,45,69,55,73,74,71,74,60,71,2516
R. Salin,32,74,74,28,45,54,45,13,60,11,11,14,11,15,74,70,66,72,74,16,26,71,23,13,11,11,16,77,36,23,16,34,38,13,67,58,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2517
H. Balta,34,74,74,33,66,46,48,69,76,73,49,65,48,67,14,8,10,8,7,75,79,71,69,67,76,63,59,68,73,80,70,48,59,74,74,65,68,63,73,71,63,68,63,68,73,68,71,63,63,63,61,68,63,68,73,68,71,63,63,63,61,68,63,2518
J. Herrera,36,74,74,57,44,32,56,16,65,15,12,18,12,24,70,77,77,71,72,14,15,72,30,12,12,60,14,72,22,24,14,53,28,13,59,60,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2519
J. van Aken,23,74,79,70,68,61,49,64,70,40,26,58,25,34,13,7,9,7,11,72,74,76,72,32,74,44,35,68,67,56,74,68,67,75,75,55,33,56,73,70,54,62,56,68,73,62,70,54,57,53,54,66,56,68,73,62,70,54,57,53,54,66,53,2520
G. Jourdren,31,74,74,47,20,54,38,24,18,12,10,10,13,11,78,69,67,71,78,10,22,69,36,10,13,19,13,71,35,22,13,51,37,15,57,34,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2521
Y. Yazıcı,20,74,82,71,68,76,69,76,69,76,79,76,69,78,10,12,5,13,7,68,38,55,70,70,45,60,70,67,75,75,45,75,78,48,69,76,66,73,56,61,73,70,73,60,56,70,61,73,74,71,73,63,73,60,56,70,61,73,74,71,73,63,71,2522
M. Velázquez,36,74,74,65,82,62,63,82,77,84,78,66,61,77,12,12,16,8,11,61,76,67,73,73,77,77,66,82,75,78,63,62,68,77,70,77,62,73,73,76,72,75,73,73,73,75,76,72,73,69,72,74,73,73,73,75,76,72,73,69,72,74,69,2523
D. Marshall,32,74,74,48,41,33,41,21,67,11,19,14,19,14,73,71,67,73,76,14,24,63,29,12,13,11,13,73,21,22,13,50,34,14,63,42,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2524
Jesus Andradaldo,25,74,74,69,82,80,58,69,67,68,65,75,36,49,13,10,17,13,15,75,73,77,67,55,76,48,58,68,76,56,77,76,76,74,58,56,54,65,73,72,64,68,65,73,73,68,72,64,67,61,66,73,65,73,73,68,72,64,67,61,66,73,61,2525
P. Mpoku,25,74,76,75,60,70,71,75,76,71,76,78,71,78,8,11,7,10,13,54,52,75,68,77,39,79,71,70,73,82,41,77,72,50,75,72,74,73,56,61,74,70,73,60,56,70,61,74,73,72,74,63,73,60,56,70,61,74,73,72,74,63,72,2526
M. Peñazco,33,74,74,72,75,81,83,69,67,72,64,71,53,57,9,12,12,8,12,69,70,74,76,61,73,71,63,79,76,58,65,74,82,69,71,76,53,71,71,73,68,73,71,72,71,73,73,68,72,65,70,73,71,72,71,73,73,68,72,65,70,73,65,2527
A. Çamdalı,33,74,74,44,80,67,64,68,61,60,64,64,58,61,12,14,14,8,7,62,73,79,71,64,73,61,56,74,72,72,65,32,80,75,74,64,47,64,71,73,62,69,64,66,71,69,73,62,63,62,61,67,64,66,71,69,73,62,63,62,61,67,62,2528
J. Ikoko,23,74,79,78,62,72,76,69,69,72,45,69,31,42,13,6,16,6,11,59,69,75,61,38,75,49,50,68,71,39,75,81,75,74,63,45,31,60,70,69,59,63,60,73,70,63,69,59,65,55,63,73,60,73,70,63,69,59,65,55,63,73,55,2529
M. Dmitrović,25,74,77,39,20,32,37,9,40,30,20,8,20,9,68,78,77,77,73,20,17,45,40,17,9,9,9,68,40,40,20,35,45,22,79,41,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2530
S. Aluko,28,74,74,90,34,84,83,74,66,68,74,79,63,76,14,8,7,15,6,42,31,57,60,70,39,71,68,69,73,72,35,86,72,36,58,71,66,73,45,54,72,67,73,56,45,67,54,72,73,68,74,59,73,56,45,67,54,72,73,68,74,59,68,2531
P. Max,23,74,78,78,69,75,72,73,64,81,66,71,38,65,15,12,11,8,11,56,66,66,59,46,67,41,56,69,68,75,72,85,78,74,69,50,43,63,69,68,64,64,63,73,69,64,68,64,68,61,66,73,63,73,69,64,68,64,68,61,66,73,61,2532
L. Quiñones,26,74,75,89,59,87,69,73,72,71,61,76,70,40,8,12,13,6,10,51,21,56,66,67,16,54,70,73,68,71,23,92,62,23,63,65,70,72,40,49,73,64,72,50,40,64,49,73,73,70,74,53,72,50,40,64,49,73,73,70,74,53,70,2533
F. Uribe,29,74,74,69,55,69,54,75,72,53,68,71,75,54,13,10,13,14,7,72,34,66,49,64,32,74,76,72,58,76,23,74,70,27,71,56,66,67,47,50,70,61,67,50,47,61,50,70,67,73,68,52,67,50,47,61,50,70,67,73,68,52,73,2534
G. Suleziano,25,74,74,77,81,74,73,73,66,59,82,67,58,49,13,12,15,8,15,68,76,91,77,71,60,61,62,71,74,73,68,72,81,76,73,64,60,69,72,73,68,72,69,71,72,72,73,68,69,68,68,71,69,71,72,72,73,68,69,68,68,71,68,2535
J. Féret,34,74,74,48,58,74,63,78,70,73,75,70,69,71,12,16,10,15,8,62,57,60,75,70,45,71,75,72,76,69,50,45,75,55,70,80,60,73,59,66,71,73,73,61,59,73,66,71,71,69,70,63,73,61,59,73,66,71,71,69,70,63,69,2536
Yeom Ki Hun,34,74,74,67,57,72,69,73,73,78,75,72,68,78,7,6,7,12,11,68,63,67,75,72,24,72,77,76,78,77,22,71,73,23,77,77,69,74,50,59,74,72,74,56,50,72,59,74,74,73,73,60,74,56,50,72,59,74,74,73,73,60,73,2537
A. Cubas,21,74,84,73,75,88,88,70,68,58,43,65,35,40,9,12,11,13,7,55,78,75,73,57,71,51,51,70,78,59,73,68,83,79,32,60,33,65,69,73,62,69,65,72,69,69,73,62,66,56,63,73,65,72,69,69,73,62,66,56,63,73,56,2538
E. Ünal,20,74,84,70,43,75,67,73,64,56,74,73,77,75,8,14,8,13,13,66,29,71,47,79,23,68,76,68,66,80,24,70,64,33,76,61,72,70,45,49,72,62,70,49,45,62,49,72,68,73,70,51,70,49,45,62,49,72,68,73,70,51,73,2539
Léo Matos,31,74,74,80,70,76,75,72,74,74,62,75,70,56,10,12,16,8,9,69,65,66,69,69,71,60,75,70,72,70,72,80,83,75,74,67,56,72,71,71,73,71,72,73,71,71,71,73,74,72,73,73,72,73,71,71,71,73,74,72,73,73,72,2540
I. Obradović,28,74,74,71,67,72,64,73,70,80,69,71,51,63,6,13,6,10,15,56,72,68,68,67,68,50,57,76,71,72,73,73,76,72,72,69,58,68,70,71,67,70,68,73,70,70,71,67,70,65,69,73,68,73,70,70,71,67,70,65,69,73,65,2541
F. Kainz,24,74,78,85,37,87,83,76,63,69,62,80,67,58,11,7,10,15,13,43,24,70,64,65,32,58,68,65,73,64,25,85,72,31,55,67,55,73,42,51,72,66,73,52,42,66,51,72,73,67,74,56,73,52,42,66,51,72,73,67,74,56,67,2542
J. Lascelles,23,74,81,62,69,72,52,58,66,46,29,46,23,16,10,15,7,10,15,74,70,83,54,27,83,19,21,69,61,40,72,62,67,74,88,39,33,48,73,66,46,53,48,67,73,53,66,46,50,47,48,64,48,67,73,53,66,46,50,47,48,64,47,2543
B. Białkowski,29,74,74,42,27,48,49,18,55,11,11,14,13,12,73,72,67,73,76,12,19,66,32,11,12,17,10,71,30,10,14,42,39,15,69,47,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2544
J. Guerredero,25,74,74,77,67,61,62,73,81,71,62,71,55,42,7,16,13,7,9,69,67,63,74,52,71,42,66,81,72,64,64,71,85,77,71,76,61,70,71,73,69,73,70,73,71,73,73,69,72,67,70,73,70,73,71,73,73,69,72,67,70,73,67,2545
Oier,31,74,74,72,85,68,73,74,61,64,61,64,61,45,10,7,6,6,5,68,76,80,65,62,69,56,69,73,73,64,70,74,77,73,74,73,44,70,73,73,69,71,70,72,73,71,73,69,70,68,69,72,70,72,73,71,73,69,70,68,69,72,68,2546
I. Novoseltsev,25,74,77,64,64,42,52,59,71,55,29,53,22,29,10,11,12,6,13,73,73,71,67,22,77,47,32,69,70,43,76,66,70,75,75,46,35,52,73,69,50,59,52,70,73,59,69,50,56,49,51,68,52,70,73,59,69,50,56,49,51,68,49,2547
A. Koné,33,74,74,75,47,73,61,75,72,61,57,73,73,56,10,6,7,12,7,71,28,78,49,68,22,67,73,71,67,78,26,76,73,43,79,66,71,70,49,52,72,64,70,52,49,64,52,72,70,73,71,55,70,52,49,64,52,72,70,73,71,55,73,2548
M. Díaz,26,74,75,77,60,87,86,78,74,62,75,64,67,74,12,9,6,8,16,54,32,58,72,66,45,69,75,75,66,70,32,67,62,45,54,70,62,73,50,57,72,68,73,55,50,68,57,72,71,69,72,57,73,55,50,68,57,72,71,69,72,57,69,2549
P. Sisto,22,74,83,82,52,83,81,79,66,61,70,80,74,74,12,6,12,11,11,51,51,79,62,70,51,66,71,66,63,73,48,85,79,55,64,68,62,72,57,61,73,68,72,62,57,68,61,73,73,71,74,64,72,62,57,68,61,73,73,71,74,64,71,2550
A. Selikhov,23,74,80,29,21,35,46,21,58,16,14,19,13,15,74,72,72,77,75,17,25,65,29,19,16,19,15,65,33,23,18,48,24,18,62,58,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2551
M. Jensen,29,74,74,79,86,72,80,77,83,70,66,75,65,73,12,12,14,14,9,55,63,61,68,70,66,67,71,72,74,78,64,76,88,65,74,77,59,74,68,71,73,73,74,70,68,73,71,73,74,71,73,72,74,70,68,73,71,73,74,71,73,72,71,2552
Feng Xiaoting,31,74,74,66,65,53,63,68,66,50,52,67,34,52,11,11,15,11,13,75,75,73,75,40,73,54,60,70,70,50,75,60,71,76,71,69,48,63,73,72,61,68,63,70,73,68,72,61,64,58,60,69,63,70,73,68,72,61,64,58,60,69,58,2553
J. Fuenzalida,32,74,74,82,59,77,80,78,69,76,65,79,59,59,6,14,12,14,12,63,68,71,68,62,66,71,71,76,72,69,65,84,78,66,70,71,57,73,68,70,73,72,73,72,68,72,70,73,75,70,74,73,73,72,68,72,70,73,75,70,74,73,70,2554
M. Leye,34,74,74,67,59,68,67,73,84,72,68,71,73,71,9,16,13,15,6,80,37,78,58,69,28,70,83,68,73,71,33,68,75,35,71,75,69,72,51,55,73,68,72,55,51,68,55,73,72,73,72,57,72,55,51,68,55,73,72,73,72,57,73,2555
Lee Jae Sung,24,74,79,69,73,76,62,73,75,65,65,71,64,58,14,7,15,6,8,66,63,57,74,67,60,44,71,72,76,65,43,67,85,50,63,79,64,73,61,67,71,73,73,64,61,73,67,71,72,68,71,66,73,64,61,73,67,71,72,68,71,66,68,2556
G. Whelan,33,74,74,32,81,68,66,71,71,71,70,65,61,75,10,13,16,16,11,64,78,68,70,62,74,65,61,75,74,70,70,50,68,76,73,62,59,65,73,73,64,69,65,69,73,69,73,64,64,64,64,70,65,69,73,69,73,64,64,64,64,70,64,2557
Y. Jouffre,32,74,74,66,59,69,74,78,68,75,78,73,62,77,11,16,6,12,10,62,48,50,76,70,36,77,72,72,78,72,37,69,66,43,47,74,60,73,51,60,72,71,73,58,51,71,60,72,73,68,72,61,73,58,51,71,60,72,73,68,72,61,68,2558
O. Colley,24,74,80,60,82,59,44,59,66,44,38,42,28,37,8,7,7,14,13,75,67,65,65,31,69,33,28,71,67,41,78,81,79,73,87,32,24,50,73,69,48,56,50,69,73,56,69,48,53,50,49,67,50,69,73,56,69,48,53,50,49,67,50,2559
A. Desenda,29,74,74,81,46,64,70,76,71,76,67,74,70,76,15,13,12,10,9,54,38,67,59,52,39,57,74,74,76,52,41,77,48,52,52,73,67,73,51,57,72,67,73,58,51,67,57,72,73,68,74,60,73,58,51,67,57,72,73,68,74,60,68,2560
Y. Gouffran,31,74,74,76,56,79,76,75,78,68,67,75,72,49,16,8,13,9,10,76,41,74,71,66,51,77,71,76,75,77,42,71,70,53,75,71,76,73,59,62,74,70,73,61,59,70,62,74,73,74,73,62,73,61,59,70,62,74,73,74,73,62,74,2561
Juan Villar,29,74,74,85,69,86,68,71,67,70,77,74,73,73,6,6,7,7,12,63,35,88,58,63,28,70,74,73,68,73,29,89,74,26,64,69,68,72,48,53,73,65,72,54,48,65,53,73,73,72,74,57,72,54,48,65,53,73,73,72,74,57,72,2562
K. Waston,29,74,74,50,94,38,31,55,48,28,21,37,30,26,13,14,14,6,7,76,72,79,72,23,74,39,39,66,55,37,65,59,63,63,95,36,21,46,73,66,45,53,46,61,73,53,66,45,47,49,43,58,46,61,73,53,66,45,47,49,43,58,49,2563
M. Jedinák,32,74,74,47,86,48,63,69,73,59,59,55,59,75,13,7,15,15,15,71,80,57,65,73,76,72,52,72,67,81,70,51,74,77,85,67,63,63,75,73,62,67,63,69,75,67,73,62,61,65,60,68,63,69,75,67,73,62,61,65,60,68,65,2564
J. Méndez,32,74,74,60,80,71,53,75,63,66,70,72,62,71,12,6,15,6,16,65,62,70,71,69,67,54,71,76,77,75,61,65,77,66,75,73,46,72,68,71,71,73,72,68,68,73,71,71,71,69,70,69,72,68,68,73,71,71,71,69,70,69,69,2565
R. Cohade,32,74,74,62,78,67,65,76,74,73,74,73,61,71,6,16,16,15,9,68,71,70,76,75,58,74,71,77,78,73,60,47,68,70,70,77,65,73,68,72,71,75,73,67,68,75,72,71,71,69,71,69,73,67,68,75,72,71,71,69,71,69,69,2566
L. Pocrnjic,35,74,74,28,28,41,35,13,34,14,12,10,12,13,74,72,64,74,73,16,15,32,19,10,14,24,11,78,16,10,10,29,28,10,52,60,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2567
S. Uçan,23,74,81,74,67,76,71,79,66,61,68,75,70,67,12,11,6,8,11,75,68,60,73,74,65,67,67,72,76,76,64,72,65,69,52,76,66,74,67,70,74,73,74,69,67,73,70,74,72,72,73,69,74,69,67,73,70,74,72,72,73,69,72,2568
Bobô,32,74,74,67,56,69,64,70,78,74,53,69,76,43,12,7,9,15,13,78,29,72,47,68,17,73,75,69,69,77,19,67,61,22,76,68,74,69,44,48,71,62,69,48,44,62,48,71,69,73,70,51,69,48,44,62,48,71,69,73,70,51,73,2569
J. Meram,28,74,74,85,69,87,64,70,75,66,78,82,73,66,13,8,8,13,6,57,61,63,56,71,60,61,72,74,71,77,59,67,78,66,64,73,61,73,64,66,74,70,73,67,64,70,66,74,73,71,74,68,73,67,64,70,66,74,73,71,74,68,71,2570
N. Stanciu,24,74,80,69,60,77,78,75,64,69,75,74,70,74,14,7,13,10,12,66,42,63,71,76,38,66,72,69,72,71,32,69,67,30,61,76,65,73,49,57,72,69,73,54,49,69,57,72,72,70,72,57,73,54,49,69,57,72,72,70,72,57,70,2571
G. Gutierrez,25,74,74,81,57,82,67,76,78,66,72,75,64,73,13,8,10,9,10,51,41,51,71,62,31,71,77,74,74,55,32,72,71,33,54,76,61,74,46,57,72,70,74,55,46,70,57,72,73,67,73,58,74,55,46,70,57,72,73,67,73,58,67,2572
E. Gülüm,30,74,74,65,85,59,53,57,65,48,30,55,43,44,7,9,13,14,16,70,73,80,63,55,70,49,39,72,65,70,69,54,83,76,86,44,38,55,73,70,55,60,55,67,73,60,70,55,57,57,54,66,55,67,73,60,70,55,57,57,54,66,57,2573
F. Grillitsch,21,74,80,65,49,68,64,76,78,68,47,74,58,68,13,12,7,14,7,61,70,48,73,49,57,50,70,76,78,65,43,64,67,66,64,75,53,72,62,68,70,73,72,65,62,73,68,70,71,66,70,67,72,65,62,73,68,70,71,66,70,67,66,2574
Deivid,28,74,75,58,73,72,55,80,66,46,61,69,28,33,14,10,14,15,15,70,76,59,64,39,71,49,42,64,74,60,80,69,84,74,77,61,38,63,73,73,60,67,63,71,73,67,73,60,63,57,60,71,63,71,73,67,73,60,63,57,60,71,57,2575
V. Albarado,29,74,74,75,54,77,62,75,72,74,81,74,57,76,9,8,8,7,12,71,54,56,73,75,33,69,73,78,75,71,21,67,67,29,74,75,55,73,51,59,72,71,73,55,51,71,59,72,73,70,73,59,73,55,51,71,59,72,73,70,73,59,70,2576
M. Peybernès,26,74,76,51,70,42,48,60,56,39,28,44,19,25,13,9,11,8,7,70,78,70,59,34,78,38,40,70,63,36,69,61,75,77,76,37,63,49,73,69,48,57,49,67,73,57,69,48,51,48,47,65,49,67,73,57,69,48,51,48,47,65,48,2577
D. González,29,74,74,66,84,65,63,73,69,68,53,71,63,41,16,13,7,12,14,68,75,67,72,73,72,57,67,73,74,75,71,69,91,74,76,66,46,70,73,75,70,73,70,73,73,73,75,70,71,69,69,74,70,73,73,73,75,70,71,69,69,74,69,2578
D. Luckassen,21,74,81,75,78,72,70,70,64,56,70,65,45,72,9,10,9,7,6,78,64,82,72,70,65,46,57,67,71,82,72,82,84,75,82,64,32,66,73,71,66,69,66,71,73,69,71,66,67,66,65,70,66,71,73,69,71,66,67,66,65,70,66,2579
F. Peluso,33,74,74,62,62,56,47,60,67,71,69,59,41,47,9,5,4,6,4,77,82,71,62,57,79,48,50,74,62,70,80,66,69,81,78,38,31,56,76,70,57,60,56,73,76,60,70,57,60,60,58,72,56,73,76,60,70,57,60,60,58,72,60,2580
L. Pionnier,35,74,74,52,34,41,50,22,32,14,18,10,12,12,77,71,70,75,79,10,22,70,32,10,10,16,11,56,24,22,11,49,45,15,58,41,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2581
R. Cota,29,74,74,59,29,52,60,25,43,12,15,15,12,12,74,70,67,77,75,14,14,69,31,16,11,25,11,69,26,24,12,56,36,13,80,55,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2582
P. Lasne,28,74,74,67,72,69,66,75,70,74,71,73,70,63,8,8,6,7,7,66,73,70,73,75,69,59,71,75,75,78,71,68,73,72,73,72,71,73,71,73,73,74,73,72,71,74,73,73,73,72,72,73,73,72,71,74,73,73,73,72,72,73,72,2583
M. Samassa,27,74,75,43,43,45,39,19,17,10,10,12,11,10,78,71,67,71,78,13,19,47,22,10,12,18,11,67,27,24,12,59,32,11,81,26,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2584
A. Rebrov,33,74,74,46,34,44,34,19,42,18,15,16,13,14,74,68,65,78,76,14,24,72,28,11,13,22,13,65,31,19,12,28,24,15,68,35,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2585
M. Simon,21,74,81,92,38,93,91,76,76,71,47,78,73,55,7,13,12,13,9,58,21,90,52,68,26,48,68,71,67,76,25,91,73,31,63,66,73,72,43,49,74,64,72,53,43,64,49,74,74,72,75,56,72,53,43,64,49,74,74,72,75,56,72,2586
Bruno Gama,29,74,74,76,58,77,69,74,76,81,83,78,65,76,15,13,9,10,9,46,42,59,78,75,35,71,74,71,73,65,38,71,65,46,57,61,66,72,50,58,71,69,72,57,50,69,58,71,73,68,73,61,72,57,50,69,58,71,73,68,73,61,68,2587
Fidel,27,74,74,79,76,84,76,77,65,71,67,79,71,65,14,14,10,9,12,46,35,71,56,66,19,72,72,70,67,72,35,90,78,21,56,62,58,71,44,52,73,65,71,53,44,65,52,73,73,70,74,58,71,53,44,65,52,73,73,70,74,58,70,2588
A. Yusupov,27,74,74,66,60,73,71,75,70,68,60,68,60,49,8,8,12,16,15,67,73,40,73,73,70,57,54,69,82,65,69,66,82,73,64,72,55,71,69,73,68,73,71,72,69,73,73,68,70,65,69,72,71,72,69,73,73,68,70,65,69,72,65,2589
Ricardo Esgaio,24,74,78,69,68,77,83,77,64,76,85,76,61,51,9,16,6,8,14,56,72,73,65,54,76,78,70,74,76,54,75,68,76,76,56,71,58,71,70,72,70,71,71,73,70,71,72,70,72,65,71,74,71,73,70,71,72,70,72,65,71,74,65,2590
Édundo Oliveira,25,74,74,55,76,54,57,51,65,51,41,45,41,42,7,13,7,8,15,71,72,78,66,52,74,43,35,71,67,53,72,56,61,77,82,54,54,54,73,69,51,59,54,66,73,59,69,51,53,53,51,64,54,66,73,59,69,51,53,53,51,64,53,2591
F. Ricca,22,74,82,73,81,56,66,69,65,71,32,52,30,40,13,13,8,6,8,70,73,53,56,34,72,38,43,72,69,40,78,72,78,77,65,42,24,56,72,70,55,60,56,73,72,60,70,55,61,53,57,72,56,73,72,60,70,55,61,53,57,72,53,2592
David Simón,27,74,75,74,80,65,74,72,66,73,64,70,42,40,15,12,7,8,11,60,69,70,63,45,72,38,67,66,79,57,73,80,85,71,60,43,36,64,70,71,64,66,64,73,70,66,71,64,69,61,66,74,64,73,70,66,71,64,69,61,66,74,61,2593
H. Milić,28,74,74,73,70,66,69,74,65,74,63,74,54,46,8,12,6,10,12,60,74,45,66,62,74,61,60,69,70,61,76,72,69,76,63,61,36,67,70,71,67,68,67,73,70,68,71,67,69,63,68,73,67,73,70,68,71,67,69,63,68,73,63,2594
A. Rusnák,22,74,79,78,57,85,73,74,72,72,73,72,66,74,10,7,16,13,7,39,26,55,73,73,35,64,68,68,76,75,38,74,67,34,43,74,65,73,43,54,71,68,73,53,43,68,54,71,72,66,72,57,73,53,43,68,54,71,72,66,72,57,66,2595
D. Ndong,23,74,81,71,90,69,75,75,68,47,50,70,54,42,10,13,16,7,15,67,75,60,76,62,74,51,68,70,77,74,72,69,77,77,75,69,53,70,74,76,69,73,70,71,74,73,76,69,69,67,67,71,70,71,74,73,76,69,69,67,67,71,67,2596
Ricardo,36,74,74,51,83,64,66,61,67,35,39,52,21,44,7,13,12,14,9,74,75,81,56,29,73,29,36,67,59,69,71,53,50,73,78,36,34,49,73,66,49,54,49,63,73,54,66,49,49,51,47,60,49,63,73,54,66,49,49,51,47,60,51,2597
Djalma,30,74,74,84,67,74,76,77,74,69,73,75,68,65,14,12,8,10,7,60,47,75,67,68,32,57,74,67,71,73,35,82,71,41,72,66,59,72,53,58,73,68,72,58,53,68,58,73,73,71,73,60,72,58,53,68,58,73,73,71,73,60,71,2598
